image_idx,hex,rgb,hsl,lab,gbifID,identifier,latitude,longitude
13077,#d3a1cf,"(211, 161, 207)","(0.8466666666666667, 0.36231884057971003, 0.7294117647058823)","(184, 154, 112)",4172215366,https://inaturalist-open-data.s3.amazonaws.com/photos/307727796/original.jpg,39.212373,-76.917201
13078,#d4a2c9,"(212, 162, 201)","(0.87, 0.36764705882352966, 0.7333333333333334)","(184, 153, 115)",4172215366,https://inaturalist-open-data.s3.amazonaws.com/photos/307728096/original.jpg,39.212373,-76.917201
13081,#e2dbe5,"(226, 219, 229)","(0.7833333333333332, 0.1612903225806455, 0.8784313725490196)","(225, 132, 124)",4172210513,https://inaturalist-open-data.s3.amazonaws.com/photos/306533536/original.jpeg,36.142025,-82.289753
13082,#e1d1df,"(225, 209, 223)","(0.8541666666666666, 0.21052631578947364, 0.8509803921568627)","(218, 136, 123)",4172210513,https://inaturalist-open-data.s3.amazonaws.com/photos/306533478/original.jpeg,36.142025,-82.289753
13084,#b18de6,"(177, 141, 230)","(0.7340823970037453, 0.6402877697841728, 0.7274509803921569)","(166, 159, 88)",4172209064,https://inaturalist-open-data.s3.amazonaws.com/photos/307364920/original.jpeg,36.738544,-106.450879
13087,#af85a4,"(175, 133, 164)","(0.876984126984127, 0.2079207920792079, 0.603921568627451)","(154, 149, 118)",4172207774,https://inaturalist-open-data.s3.amazonaws.com/photos/306295717/original.jpeg,43.718027,-88.904395
13088,#c298b7,"(194, 152, 183)","(0.876984126984127, 0.25609756097560976, 0.6784313725490196)","(172, 149, 118)",4172207774,https://inaturalist-open-data.s3.amazonaws.com/photos/306295714/original.jpeg,43.718027,-88.904395
13091,#b299c6,"(178, 153, 198)","(0.7592592592592592, 0.28301886792452835, 0.6882352941176471)","(170, 146, 108)",4172201498,https://inaturalist-open-data.s3.amazonaws.com/photos/307588615/original.jpeg,40.078769,-88.207498
13092,#cc9fcb,"(204, 159, 203)","(0.8370370370370371, 0.30612244897959195, 0.711764705882353)","(181, 152, 112)",4172200828,https://inaturalist-open-data.s3.amazonaws.com/photos/307265002/original.jpg,45.01645,-92.685535
13095,#d1b3ef,"(209, 179, 239)","(0.75, 0.6521739130434783, 0.8196078431372549)","(197, 150, 102)",4172198427,https://inaturalist-open-data.s3.amazonaws.com/photos/307496834/original.jpeg,43.029756,-81.23832
13097,#c8a3cc,"(200, 163, 204)","(0.8170731707317073, 0.2867132867132869, 0.7196078431372549)","(182, 149, 112)",4172195378,https://inaturalist-open-data.s3.amazonaws.com/photos/307161552/original.jpeg,43.838467,-80.040054
13098,#ba97c7,"(186, 151, 199)","(0.7881944444444443, 0.3, 0.6862745098039216)","(171, 150, 108)",4172194779,https://inaturalist-open-data.s3.amazonaws.com/photos/307049240/original.jpeg,43.090848,-76.765802
13099,#cbacea,"(203, 172, 234)","(0.75, 0.5961538461538461, 0.7960784313725491)","(191, 151, 101)",4172194364,https://inaturalist-open-data.s3.amazonaws.com/photos/306717285/original.jpg,43.080024,-76.212537
13100,#d4b9f5,"(212, 185, 245)","(0.7416666666666667, 0.7500000000000002, 0.8431372549019608)","(202, 149, 102)",4172191127,https://inaturalist-open-data.s3.amazonaws.com/photos/308513145/original.jpg,45.593723,-94.391127
13101,#a99cce,"(169, 156, 206)","(0.71, 0.33783783783783783, 0.7098039215686275)","(171, 143, 104)",4172188690,https://inaturalist-open-data.s3.amazonaws.com/photos/307230832/original.jpeg,41.677486,-91.601273
13103,#af85ad,"(175, 133, 173)","(0.8412698412698413, 0.2079207920792079, 0.603921568627451)","(155, 151, 113)",4172184311,https://inaturalist-open-data.s3.amazonaws.com/photos/306787736/original.jpeg,39.421444,-105.41761
13104,#ae83bd,"(174, 131, 189)","(0.7902298850574713, 0.30526315789473696, 0.6274509803921569)","(155, 155, 104)",4172183543,https://inaturalist-open-data.s3.amazonaws.com/photos/308503727/original.jpg,45.744,-110.98893
13105,#996fa2,"(153, 111, 162)","(0.8039215686274509, 0.21518987341772147, 0.5352941176470588)","(134, 154, 107)",4172183543,https://inaturalist-open-data.s3.amazonaws.com/photos/308503618/original.jpg,45.744,-110.98893
13106,#bbaaba,"(187, 170, 186)","(0.8431372549019608, 0.11111111111111106, 0.7)","(182, 137, 122)",4172182856,https://inaturalist-open-data.s3.amazonaws.com/photos/307080386/original.jpeg,43.163488,-80.345591
13107,#c8b6ce,"(200, 182, 206)","(0.7916666666666666, 0.1967213114754098, 0.7607843137254902)","(194, 139, 118)",4172180492,https://inaturalist-open-data.s3.amazonaws.com/photos/307220247/original.jpg,41.925995,-87.635138
13108,#c2adc7,"(194, 173, 199)","(0.8012820512820512, 0.18840579710144928, 0.7294117647058824)","(187, 140, 118)",4172180492,https://inaturalist-open-data.s3.amazonaws.com/photos/307220271/original.jpg,41.925995,-87.635138
13109,#d4a8e6,"(212, 168, 230)","(0.7849462365591399, 0.5535714285714286, 0.7803921568627451)","(190, 155, 103)",4172179439,https://inaturalist-open-data.s3.amazonaws.com/photos/308252650/original.jpg,41.931705,-82.513655
13114,#cfa8d6,"(207, 168, 214)","(0.8079710144927535, 0.35937500000000006, 0.7490196078431373)","(188, 150, 110)",4172173348,https://inaturalist-open-data.s3.amazonaws.com/photos/307831942/original.jpeg,43.632126,-79.325684
13115,#bbaed9,"(187, 174, 217)","(0.7170542635658914, 0.3613445378151259, 0.7666666666666666)","(187, 141, 108)",4172172836,https://inaturalist-open-data.s3.amazonaws.com/photos/307936168/original.jpg,45.348478,-80.19497
13116,#c0a4cb,"(192, 164, 203)","(0.7863247863247863, 0.27272727272727254, 0.7196078431372549)","(181, 145, 112)",4172167904,https://inaturalist-open-data.s3.amazonaws.com/photos/307514398/original.jpg,40.151481,-75.076386
13117,#b299b9,"(178, 153, 185)","(0.796875, 0.18604651162790697, 0.6627450980392157)","(169, 143, 115)",4172167904,https://inaturalist-open-data.s3.amazonaws.com/photos/307514438/original.jpg,40.151481,-75.076386
13119,#cbb1e6,"(203, 177, 230)","(0.7484276729559748, 0.5145631067961167, 0.7980392156862746)","(194, 147, 105)",4172166840,https://inaturalist-open-data.s3.amazonaws.com/photos/307552643/original.jpeg,42.283646,-83.204675
13120,#cdaee0,"(205, 174, 224)","(0.77, 0.44642857142857134, 0.7803921568627451)","(192, 148, 107)",4172166840,https://inaturalist-open-data.s3.amazonaws.com/photos/307552613/original.jpeg,42.283646,-83.204675
13123,#a08fbc,"(160, 143, 188)","(0.7296296296296295, 0.2513966480446928, 0.6490196078431373)","(159, 143, 107)",4172164508,https://inaturalist-open-data.s3.amazonaws.com/photos/307496451/original.jpeg,43.775682,-79.942534
13127,#ccafde,"(204, 175, 222)","(0.7695035460992908, 0.41592920353982304, 0.7784313725490196)","(192, 147, 108)",4172164379,https://inaturalist-open-data.s3.amazonaws.com/photos/307396865/original.jpg,43.733608,-80.343263
13128,#d2b7da,"(210, 183, 218)","(0.7952380952380952, 0.3211009174311925, 0.7862745098039216)","(198, 144, 114)",4172161926,https://inaturalist-open-data.s3.amazonaws.com/photos/306775745/original.jpeg,40.118439,-76.704422
13129,#a291ca,"(162, 145, 202)","(0.7163742690058479, 0.3496932515337423, 0.6803921568627451)","(162, 146, 101)",4172161414,https://inaturalist-open-data.s3.amazonaws.com/photos/306253118/original.jpg,40.550665,-74.639885
13130,#c6adc9,"(198, 173, 201)","(0.8154761904761906, 0.2058823529411764, 0.7333333333333334)","(188, 142, 117)",4172159245,https://inaturalist-open-data.s3.amazonaws.com/photos/308533198/original.jpg,42.918467,-72.000579
13131,#d0acda,"(208, 172, 218)","(0.7971014492753623, 0.3833333333333331, 0.7647058823529411)","(191, 149, 110)",4172158322,https://inaturalist-open-data.s3.amazonaws.com/photos/307352706/original.jpg,41.99967,-76.487358
13132,#dfcbed,"(223, 203, 237)","(0.7647058823529411, 0.48571428571428615, 0.8627450980392157)","(215, 141, 114)",4172157300,https://inaturalist-open-data.s3.amazonaws.com/photos/306215118/original.jpg,38.526066,-90.559966
13133,#d691ad,"(214, 145, 173)","(0.932367149758454, 0.4569536423841059, 0.7039215686274509)","(173, 158, 124)",4172156951,https://inaturalist-open-data.s3.amazonaws.com/photos/305828904/original.jpg,41.986594,-87.688339
13134,#c0bad4,"(192, 186, 212)","(0.7051282051282052, 0.23214285714285735, 0.7803921568627451)","(196, 135, 116)",4172156400,https://inaturalist-open-data.s3.amazonaws.com/photos/305119988/original.jpg,40.9468,-74.37937
13135,#c3c0df,"(195, 192, 223)","(0.6827956989247311, 0.3263157894736842, 0.8137254901960784)","(201, 135, 113)",4172156400,https://inaturalist-open-data.s3.amazonaws.com/photos/305120048/original.jpg,40.9468,-74.37937
13136,#bfaccd,"(191, 172, 205)","(0.7626262626262625, 0.2481203007518797, 0.7392156862745098)","(186, 141, 114)",4172155226,https://inaturalist-open-data.s3.amazonaws.com/photos/308546814/original.jpg,38.783512,-77.79023
13137,#cab3d3,"(202, 179, 211)","(0.7864583333333334, 0.2666666666666666, 0.7647058823529411)","(193, 142, 115)",4172155226,https://inaturalist-open-data.s3.amazonaws.com/photos/308546751/original.jpg,38.783512,-77.79023
13138,#cdbbd9,"(205, 187, 217)","(0.7666666666666667, 0.2830188679245283, 0.792156862745098)","(199, 140, 115)",4172155226,https://inaturalist-open-data.s3.amazonaws.com/photos/308546785/original.jpg,38.783512,-77.79023
13139,#cdbadd,"(205, 186, 221)","(0.7571428571428571, 0.3398058252427187, 0.7980392156862746)","(199, 141, 113)",4172155226,https://inaturalist-open-data.s3.amazonaws.com/photos/308546727/original.jpg,38.783512,-77.79023
13140,#c8aadf,"(200, 170, 223)","(0.7610062893081762, 0.45299145299145294, 0.7705882352941176)","(188, 149, 105)",4172154377,https://inaturalist-open-data.s3.amazonaws.com/photos/307549227/original.jpg,41.423355,-81.421325
13141,#cfbee9,"(207, 190, 233)","(0.7325581395348837, 0.49425287356321806, 0.8294117647058823)","(203, 142, 109)",4172152671,https://inaturalist-open-data.s3.amazonaws.com/photos/305244483/original.jpg,43.591903,-79.512653
13142,#bc99de,"(188, 153, 222)","(0.7512077294685992, 0.5111111111111113, 0.7352941176470589)","(175, 154, 98)",4172150958,https://inaturalist-open-data.s3.amazonaws.com/photos/306829281/original.jpg,39.660251,-105.364041
13143,#cfabd2,"(207, 171, 210)","(0.8205128205128206, 0.3023255813953489, 0.7470588235294118)","(189, 148, 113)",4172149497,https://inaturalist-open-data.s3.amazonaws.com/photos/307883681/original.jpg,40.484612,-79.917625
13144,#f1e6ec,"(241, 230, 236)","(0.909090909090909, 0.28205128205128194, 0.9235294117647059)","(235, 133, 126)",4172146688,https://inaturalist-open-data.s3.amazonaws.com/photos/306095216/original.jpg,41.214596,-96.167437
13145,#d4cfdc,"(212, 207, 220)","(0.7307692307692308, 0.15662650602409653, 0.8372549019607843)","(214, 132, 122)",4172146557,https://inaturalist-open-data.s3.amazonaws.com/photos/305963422/original.jpg,41.746654,-88.106163
13146,#d386cc,"(211, 134, 204)","(0.8484848484848484, 0.4666666666666666, 0.6764705882352942)","(168, 168, 104)",4172145318,https://inaturalist-open-data.s3.amazonaws.com/photos/306921382/original.jpg,43.770741,-79.189894
13148,#e494d8,"(228, 148, 216)","(0.8583333333333334, 0.5970149253731344, 0.7372549019607844)","(182, 168, 106)",4172145318,https://inaturalist-open-data.s3.amazonaws.com/photos/306921437/original.jpg,43.770741,-79.189894
13151,#dbc9e8,"(219, 201, 232)","(0.7634408602150536, 0.40259740259740256, 0.8490196078431372)","(212, 140, 115)",4172140610,https://inaturalist-open-data.s3.amazonaws.com/photos/307527284/original.jpg,43.143723,-80.309986
13152,#dec7e1,"(222, 199, 225)","(0.8141025641025642, 0.30232558139534865, 0.8313725490196078)","(211, 141, 118)",4172139108,https://inaturalist-open-data.s3.amazonaws.com/photos/308280888/original.jpeg,41.99749,-88.280087
13153,#ac82c1,"(172, 130, 193)","(0.7777777777777778, 0.33689839572192515, 0.6333333333333333)","(154, 156, 101)",4172139108,https://inaturalist-open-data.s3.amazonaws.com/photos/308280924/original.jpeg,41.99749,-88.280087
13154,#d2bcee,"(210, 188, 238)","(0.7399999999999999, 0.5952380952380952, 0.8352941176470589)","(203, 145, 106)",4172136929,https://inaturalist-open-data.s3.amazonaws.com/photos/306300329/original.jpg,42.173784,-88.109517
13157,#bfb5ce,"(191, 181, 206)","(0.7333333333333333, 0.20325203252032514, 0.7588235294117647)","(192, 136, 117)",4172136486,https://inaturalist-open-data.s3.amazonaws.com/photos/305949054/original.jpeg,42.05826,-73.350117
13158,#d3c3cf,"(211, 195, 207)","(0.8749999999999999, 0.1538461538461538, 0.796078431372549)","(205, 136, 124)",4172136393,https://inaturalist-open-data.s3.amazonaws.com/photos/305550039/original.jpeg,44.791042,-79.869895
13159,#c9a0c6,"(201, 160, 198)","(0.8455284552845528, 0.2751677852348992, 0.7078431372549019)","(180, 150, 114)",4172134538,https://inaturalist-open-data.s3.amazonaws.com/photos/305817737/original.jpg,41.829892,-87.9602
13160,#b77dbc,"(183, 125, 188)","(0.8201058201058201, 0.31979695431472094, 0.6137254901960785)","(154, 161, 104)",4172130574,https://inaturalist-open-data.s3.amazonaws.com/photos/305149067/original.jpeg,45.626607,-110.651698
13162,#d6cee0,"(214, 206, 224)","(0.7407407407407408, 0.22499999999999992, 0.8431372549019608)","(214, 134, 120)",4172129302,https://inaturalist-open-data.s3.amazonaws.com/photos/306222855/original.jpg,41.636097,-87.852562
13164,#af90bd,"(175, 144, 189)","(0.7814814814814816, 0.25423728813559326, 0.6529411764705882)","(163, 148, 109)",4172128359,https://inaturalist-open-data.s3.amazonaws.com/photos/307134147/original.jpeg,44.485649,-77.292232
13165,#d0a0d6,"(208, 160, 214)","(0.8148148148148148, 0.3970588235294119, 0.7333333333333334)","(183, 155, 107)",4172127394,https://inaturalist-open-data.s3.amazonaws.com/photos/306591219/original.jpeg,42.73138,-71.605047
13166,#c09fb9,"(192, 159, 185)","(0.8686868686868687, 0.20754716981132074, 0.6882352941176471)","(176, 145, 119)",4172127394,https://inaturalist-open-data.s3.amazonaws.com/photos/306591185/original.jpeg,42.73138,-71.605047
13167,#ad88b8,"(173, 136, 184)","(0.795138888888889, 0.25263157894736843, 0.6274509803921569)","(157, 151, 108)",4172127394,https://inaturalist-open-data.s3.amazonaws.com/photos/306591246/original.jpeg,42.73138,-71.605047
13168,#b38fb8,"(179, 143, 184)","(0.8130081300813008, 0.22404371584699448, 0.6411764705882352)","(163, 149, 112)",4172127394,https://inaturalist-open-data.s3.amazonaws.com/photos/306591158/original.jpeg,42.73138,-71.605047
13170,#bba5b7,"(187, 165, 183)","(0.8636363636363635, 0.13924050632911378, 0.6901960784313725)","(179, 139, 122)",4172126577,https://inaturalist-open-data.s3.amazonaws.com/photos/304886075/original.jpg,41.988442,-87.689229
13171,#e1b6de,"(225, 182, 222)","(0.8449612403100775, 0.4174757281553398, 0.7980392156862746)","(201, 150, 114)",4172126492,https://inaturalist-open-data.s3.amazonaws.com/photos/304821499/original.jpg,43.398043,-80.409389
13173,#c297c6,"(194, 151, 198)","(0.8191489361702127, 0.29192546583850937, 0.6843137254901961)","(173, 152, 110)",4172125933,https://inaturalist-open-data.s3.amazonaws.com/photos/307778302/original.jpeg,40.993011,-72.596611
13174,#d6b8dc,"(214, 184, 220)","(0.8055555555555555, 0.3396226415094342, 0.7921568627450981)","(200, 145, 114)",4172124965,https://inaturalist-open-data.s3.amazonaws.com/photos/306548411/original.jpg,43.241987,-79.987533
13177,#9d8cd8,"(157, 140, 216)","(0.7039473684210527, 0.49350649350649334, 0.6980392156862745)","(159, 151, 91)",4172119431,https://inaturalist-open-data.s3.amazonaws.com/photos/306328624/original.jpg,42.129733,-91.826942
13181,#cdbbea,"(205, 187, 234)","(0.7304964539007094, 0.5280898876404493, 0.8254901960784313)","(201, 143, 107)",4172118352,https://inaturalist-open-data.s3.amazonaws.com/photos/307517732/original.jpeg,40.465145,-79.793655
13182,#b79cd7,"(183, 156, 215)","(0.7429378531073446, 0.4244604316546763, 0.7274509803921569)","(175, 149, 102)",4172118134,https://inaturalist-open-data.s3.amazonaws.com/photos/308342242/original.jpg,46.5851,-90.963334
13183,#d2bcd4,"(210, 188, 212)","(0.8194444444444443, 0.21818181818181828, 0.7843137254901962)","(201, 140, 119)",4172116060,https://inaturalist-open-data.s3.amazonaws.com/photos/305521027/original.jpeg,40.062836,-75.465912
13184,#c187e4,"(193, 135, 228)","(0.7706093189964157, 0.6326530612244899, 0.711764705882353)","(166, 167, 89)",4172114682,https://inaturalist-open-data.s3.amazonaws.com/photos/307871302/original.jpg,41.139153,-81.780762
13187,#bca5c4,"(188, 165, 196)","(0.7903225806451614, 0.20805369127516785, 0.707843137254902)","(180, 142, 115)",4172110654,https://inaturalist-open-data.s3.amazonaws.com/photos/306827675/original.jpg,38.872367,-78.203525
13188,#dbccdc,"(219, 204, 220)","(0.8229166666666664, 0.18604651162790703, 0.8313725490196079)","(213, 136, 122)",4172110342,https://inaturalist-open-data.s3.amazonaws.com/photos/306531101/original.jpeg,40.170239,-75.713611
13190,#ceafd5,"(206, 175, 213)","(0.8026315789473685, 0.3114754098360656, 0.7607843137254902)","(192, 146, 113)",4172105437,https://inaturalist-open-data.s3.amazonaws.com/photos/306230547/original.jpeg,43.044752,-81.273861
13191,#baaccf,"(186, 172, 207)","(0.7333333333333333, 0.2671755725190839, 0.7431372549019608)","(185, 140, 112)",4172101585,https://inaturalist-open-data.s3.amazonaws.com/photos/306528572/original.jpg,42.08054,-73.580779
13192,#ccb1da,"(204, 177, 218)","(0.7764227642276423, 0.3565217391304346, 0.7745098039215685)","(193, 145, 111)",4172101298,https://inaturalist-open-data.s3.amazonaws.com/photos/308439691/original.jpeg,41.745119,-74.119222
13193,#d2afe6,"(210, 175, 230)","(0.7727272727272726, 0.523809523809524, 0.7941176470588236)","(194, 151, 105)",4172099718,https://inaturalist-open-data.s3.amazonaws.com/photos/306578048/original.jpg,42.12397,-79.997078
13196,#d6bbc8,"(214, 187, 200)","(0.9197530864197531, 0.24770642201834875, 0.7862745098039216)","(200, 140, 125)",4172098441,https://inaturalist-open-data.s3.amazonaws.com/photos/305859995/original.jpeg,41.563292,-81.439424
13197,#ccaad1,"(204, 170, 209)","(0.8119658119658121, 0.2977099236641222, 0.7431372549019608)","(188, 147, 113)",4172097614,https://inaturalist-open-data.s3.amazonaws.com/photos/307240325/original.jpg,41.341359,-95.470515
13198,#c69ad5,"(198, 154, 213)","(0.7909604519774011, 0.4125874125874127, 0.7196078431372549)","(177, 155, 104)",4172097614,https://inaturalist-open-data.s3.amazonaws.com/photos/307240311/original.jpg,41.341359,-95.470515
13199,#cbb4e8,"(203, 180, 232)","(0.7403846153846153, 0.5306122448979591, 0.807843137254902)","(196, 146, 105)",4172097522,https://inaturalist-open-data.s3.amazonaws.com/photos/307090104/original.jpg,41.880608,-88.045692
13204,#cfb2e5,"(207, 178, 229)","(0.761437908496732, 0.49514563106796144, 0.7980392156862746)","(195, 148, 106)",4172096014,https://inaturalist-open-data.s3.amazonaws.com/photos/307211924/original.jpg,43.16775,-79.854889
13206,#c7a7d5,"(199, 167, 213)","(0.7826086956521738, 0.3538461538461539, 0.7450980392156863)","(185, 148, 109)",4172094821,https://inaturalist-open-data.s3.amazonaws.com/photos/306203107/original.jpg,42.691358,-103.573008
13211,#c2bbef,"(194, 187, 239)","(0.6891025641025642, 0.619047619047619, 0.8352941176470587)","(199, 141, 103)",4172086256,https://inaturalist-open-data.s3.amazonaws.com/photos/306133439/original.jpeg,43.139802,-80.298902
13213,#c6afd5,"(198, 175, 213)","(0.7675438596491229, 0.3114754098360656, 0.7607843137254902)","(190, 143, 112)",4172079812,https://inaturalist-open-data.s3.amazonaws.com/photos/306206495/original.jpeg,45.345594,-80.187536
13215,#c795d0,"(199, 149, 208)","(0.8079096045197741, 0.3856209150326796, 0.7)","(174, 157, 105)",4172077887,https://inaturalist-open-data.s3.amazonaws.com/photos/306880576/original.jpg,43.267112,-79.941342
13216,#9994d7,"(153, 148, 215)","(0.6791044776119403, 0.45578231292517, 0.711764705882353)","(163, 145, 94)",4172077416,https://inaturalist-open-data.s3.amazonaws.com/photos/306263643/original.jpeg,42.693194,-74.478437
13217,#d5a5cc,"(213, 165, 204)","(0.8645833333333333, 0.3636363636363637, 0.7411764705882353)","(187, 152, 115)",4172075407,https://inaturalist-open-data.s3.amazonaws.com/photos/306130149/original.jpg,43.244056,-79.770889
13219,#c697c4,"(198, 151, 196)","(0.8404255319148936, 0.29192546583850937, 0.6843137254901961)","(174, 153, 112)",4172072111,https://inaturalist-open-data.s3.amazonaws.com/photos/306743510/original.jpg,40.312123,-75.927574
13220,#bc88d7,"(188, 136, 215)","(0.7763713080168776, 0.4968553459119497, 0.6882352941176471)","(164, 162, 95)",4172072111,https://inaturalist-open-data.s3.amazonaws.com/photos/306743577/original.jpg,40.312123,-75.927574
13221,#cf9ad0,"(207, 154, 208)","(0.8302469135802469, 0.3648648648648648, 0.7098039215686274)","(179, 157, 108)",4172072111,https://inaturalist-open-data.s3.amazonaws.com/photos/306743550/original.jpg,40.312123,-75.927574
13224,#c9b3d4,"(201, 179, 212)","(0.7777777777777777, 0.277310924369748, 0.7666666666666666)","(193, 142, 114)",4172069029,https://inaturalist-open-data.s3.amazonaws.com/photos/306642125/original.jpg,40.685858,-76.48092
13226,#c99cd2,"(201, 156, 210)","(0.8055555555555555, 0.37499999999999983, 0.7176470588235294)","(179, 154, 107)",4172068493,https://inaturalist-open-data.s3.amazonaws.com/photos/306187891/original.jpg,40.390978,-83.0664
13227,#e8ccf4,"(232, 204, 244)","(0.7833333333333332, 0.6451612903225805, 0.8784313725490196)","(218, 145, 112)",4172067357,https://inaturalist-open-data.s3.amazonaws.com/photos/306321435/original.jpg,42.811843,-83.526055
13229,#d9b3dd,"(217, 179, 221)","(0.8174603174603173, 0.381818181818182, 0.7843137254901961)","(197, 149, 112)",4172067308,https://inaturalist-open-data.s3.amazonaws.com/photos/306196877/original.jpg,42.57278,-94.177963
13230,#cda7c5,"(205, 167, 197)","(0.868421052631579, 0.2753623188405798, 0.7294117647058824)","(185, 147, 118)",4172067308,https://inaturalist-open-data.s3.amazonaws.com/photos/306197146/original.jpg,42.57278,-94.177963
13231,#cca6d6,"(204, 166, 214)","(0.7986111111111112, 0.36923076923076925, 0.7450980392156863)","(186, 150, 109)",4172067308,https://inaturalist-open-data.s3.amazonaws.com/photos/306196679/original.jpg,42.57278,-94.177963
13233,#e9c5de,"(233, 197, 222)","(0.8842592592592592, 0.44999999999999984, 0.8431372549019608)","(212, 145, 120)",4172066138,https://inaturalist-open-data.s3.amazonaws.com/photos/309518599/original.jpg,39.277033,-84.399309
13234,#c9a1bf,"(201, 161, 191)","(0.875, 0.2702702702702702, 0.7098039215686274)","(180, 148, 118)",4172066027,https://inaturalist-open-data.s3.amazonaws.com/photos/307265327/original.jpg,45.01645,-92.685535
13237,#dcaee5,"(220, 174, 229)","(0.8060606060606061, 0.5140186915887852, 0.7901960784313726)","(196, 154, 107)",4172065594,https://inaturalist-open-data.s3.amazonaws.com/photos/306795705/original.jpg,41.05846,-88.815091
13239,#e1bcee,"(225, 188, 238)","(0.79, 0.5952380952380952, 0.8352941176470589)","(206, 150, 108)",4172064898,https://inaturalist-open-data.s3.amazonaws.com/photos/306839917/original.jpg,45.368602,-85.002501
13242,#c0b1c5,"(192, 177, 197)","(0.7916666666666666, 0.1470588235294119, 0.7333333333333334)","(189, 137, 120)",4172063223,https://inaturalist-open-data.s3.amazonaws.com/photos/307174769/original.jpeg,41.186495,-74.069682
13244,#c6bbcc,"(198, 187, 204)","(0.7745098039215687, 0.14285714285714302, 0.7666666666666666)","(197, 135, 121)",4172063223,https://inaturalist-open-data.s3.amazonaws.com/photos/307174985/original.jpeg,41.186495,-74.069682
13245,#c8a5be,"(200, 165, 190)","(0.8809523809523809, 0.2413793103448275, 0.7156862745098039)","(182, 145, 120)",4172062093,https://inaturalist-open-data.s3.amazonaws.com/photos/306530326/original.jpeg,40.170239,-75.713611
13246,#b699e2,"(182, 153, 226)","(0.7328767123287672, 0.5572519083969466, 0.7431372549019608)","(174, 153, 95)",4172061066,https://inaturalist-open-data.s3.amazonaws.com/photos/305596024/original.jpeg,41.036231,-74.780475
13247,#d6aeed,"(214, 174, 237)","(0.7724867724867724, 0.6363636363636365, 0.8058823529411765)","(195, 154, 102)",4172058197,https://inaturalist-open-data.s3.amazonaws.com/photos/306595138/original.jpg,38.970588,-77.546813
13248,#c3ceee,"(195, 206, 238)","(0.6240310077519379, 0.5584415584415586, 0.8490196078431372)","(211, 131, 111)",4172057566,https://inaturalist-open-data.s3.amazonaws.com/photos/305961206/original.jpeg,41.118979,-74.537685
13249,#b9c2e8,"(185, 194, 232)","(0.6347517730496454, 0.5053763440860215, 0.8176470588235294)","(201, 133, 108)",4172057566,https://inaturalist-open-data.s3.amazonaws.com/photos/305961226/original.jpeg,41.118979,-74.537685
13250,#c2a9dd,"(194, 169, 221)","(0.7467948717948718, 0.43333333333333335, 0.7647058823529411)","(186, 147, 105)",4172056824,https://inaturalist-open-data.s3.amazonaws.com/photos/306306791/original.jpg,42.143695,-88.151791
13251,#e2cce3,"(226, 204, 227)","(0.8260869565217391, 0.2911392405063288, 0.8450980392156863)","(215, 140, 119)",4172056430,https://inaturalist-open-data.s3.amazonaws.com/photos/305957271/original.jpeg,47.851318,-92.695602
13252,#e5cce1,"(229, 204, 225)","(0.8600000000000001, 0.32467532467532484, 0.8490196078431373)","(216, 140, 121)",4172055964,https://inaturalist-open-data.s3.amazonaws.com/photos/306158149/original.jpg,42.729375,-83.116469
13255,#dfbadc,"(223, 186, 220)","(0.8468468468468469, 0.3663366336633665, 0.8019607843137255)","(203, 147, 116)",4172055187,https://inaturalist-open-data.s3.amazonaws.com/photos/306911061/original.jpg,40.868143,-73.877657
13257,#aa8bca,"(170, 139, 202)","(0.7486772486772487, 0.37278106508875736, 0.6686274509803921)","(160, 152, 100)",4172051725,https://inaturalist-open-data.s3.amazonaws.com/photos/307071293/original.jpg,41.517871,-84.708868
13258,#bea1ba,"(190, 161, 186)","(0.8563218390804599, 0.1823899371069183, 0.6882352941176471)","(177, 143, 119)",4172046861,https://inaturalist-open-data.s3.amazonaws.com/photos/307350729/original.jpeg,39.415679,-76.553917
13259,#d0b7d3,"(208, 183, 211)","(0.8154761904761906, 0.24137931034482737, 0.7725490196078431)","(197, 142, 117)",4172046291,https://inaturalist-open-data.s3.amazonaws.com/photos/306764821/original.jpeg,44.4781,-77.300963
13262,#997def,"(153, 125, 239)","(0.7076023391812866, 0.7808219178082193, 0.7137254901960784)","(152, 164, 74)",4172043536,https://inaturalist-open-data.s3.amazonaws.com/photos/304898738/original.jpg,47.210903,-110.933542
13263,#d0bfdf,"(208, 191, 223)","(0.7552083333333334, 0.3333333333333333, 0.8117647058823529)","(203, 140, 114)",4172042092,https://inaturalist-open-data.s3.amazonaws.com/photos/308404357/original.jpg,47.233534,-93.516086
13265,#d2a2f1,"(210, 162, 241)","(0.7679324894514767, 0.7383177570093457, 0.7901960784313725)","(187, 160, 95)",4172041082,https://inaturalist-open-data.s3.amazonaws.com/photos/306628412/original.jpg,43.370453,-88.221672
13266,#bf9ce1,"(191, 156, 225)","(0.7512077294685989, 0.5348837209302324, 0.7470588235294118)","(178, 154, 98)",4172039410,https://inaturalist-open-data.s3.amazonaws.com/photos/307488052/original.jpg,43.304947,-80.395638
13267,#ccaee4,"(204, 174, 228)","(0.7592592592592592, 0.5000000000000002, 0.7882352941176471)","(192, 149, 105)",4172037744,https://inaturalist-open-data.s3.amazonaws.com/photos/308067012/original.jpg,43.44935,-80.475709
